type, client, tx, amount
deposit, 12, 2584, 2143.1421
deposit, 12, 2585, 3397.1666
withdrawal, 43, 2586, 3435.8036
deposit, 19, 2587, 1741.9285
resolve, 32, 947,
dispute, 5, 217,
deposit, 50, 2588, 3279.2706
dispute, 25, 1851,
deposit, 5, 2589, 565.8203
deposit, 47, 2590, 1392.3808
deposit, 9, 2591, 909.3618
withdrawal, 21, 2592, 2471.0324
withdrawal, 27, 2593, 3008.7156
withdrawal, 9, 2594, 4010.7047
withdrawal, 16, 2595, 1915.9261
withdrawal, 35, 2596, 2668.8533
withdrawal, 15, 2597, 1923.1363
dispute, 27, 2091,
deposit, 48, 2598, 1096.6700
deposit, 24, 2599, 14.3306
withdrawal, 2, 2600, 1811.9923
deposit, 9, 2601, 4604.5205
dispute, 23, 2028,
deposit, 9, 2602, 1473.4865
resolve, 36, 624,
deposit, 14, 2603, 4139.1091
withdrawal, 9, 2604, 586.1791
deposit, 10, 2605, 1887.3040
withdrawal, 28, 2606, 1858.4212
withdrawal, 43, 2607, 2908.0354
deposit, 39, 2608, 4352.3849
deposit, 24, 2609, 706.3875
dispute, 1, 451,
withdrawal, 49, 2610, 912.1226
resolve, 48, 572,
deposit, 27, 2611, 3612.7871
deposit, 42, 2612, 3476.2352
withdrawal, 10, 2613, 300.0041
withdrawal, 39, 2614, 3755.6647
deposit, 1, 2615, 1981.9535
dispute, 30, 1933,
deposit, 33, 2616, 1530.1699
deposit, 11, 2617, 1359.1381
deposit, 25, 2618, 4889.6314
deposit, 14, 2619, 2002.0122
withdrawal, 26, 2620, 918.4689
deposit, 36, 2621, 3025.4171
deposit, 45, 2622, 2342.1805
deposit, 42, 2623, 2025.4994
withdrawal, 4, 2624, 4016.6963
deposit, 13, 2625, 1349.5979
dispute, 24, 19,
withdrawal, 16, 2626, 1411.0347
deposit, 5, 2627, 1059.5498
deposit, 20, 2628, 938.7191
deposit, 3, 2629, 1201.6758
withdrawal, 37, 2630, 2823.9841
deposit, 31, 2631, 228.4032
deposit, 20, 2632, 42.3938
withdrawal, 19, 2633, 4793.6951
withdrawal, 21, 2634, 3759.2114
deposit, 9, 2635, 3513.2841
withdrawal, 27, 2636, 4482.5559
deposit, 33, 2637, 4037.4717
withdrawal, 38, 2638, 3980.3465
deposit, 3, 2639, 1450.5970
withdrawal, 30, 2640, 393.7644
deposit, 46, 2641, 1157.8505
dispute, 44, 754,
withdrawal, 33, 2642, 2581.5040
dispute, 42, 1957,
deposit, 9, 2643, 1695.1036
withdrawal, 28, 2644, 200.0646
deposit, 44, 2645, 1938.1714
resolve, 40, 1424,
deposit, 7, 2646, 4023.6322
deposit, 20, 2647, 2735.6803
withdrawal, 6, 2648, 2494.5614
deposit, 11, 2649, 4670.2799
deposit, 18, 2650, 2882.5582
dispute, 5, 964,
dispute, 31, 2310,
resolve, 42, 1957,
dispute, 32, 1929,
resolve, 27, 2091,
dispute, 29, 1405,
deposit, 24, 2651, 417.4528
dispute, 29, 2408,
withdrawal, 3, 2652, 3103.0687
withdrawal, 48, 2653, 3952.9532
dispute, 36, 1804,
deposit, 25, 2654, 791.0291
dispute, 5, 2318,
withdrawal, 6, 2655, 1744.6899
withdrawal, 35, 2656, 4500.6326
deposit, 6, 2657, 901.3669
deposit, 26, 2658, 3841.0833
deposit, 22, 2659, 322.3577
withdrawal, 39, 2660, 2431.4751
withdrawal, 31, 2661, 571.6323
withdrawal, 35, 2662, 778.7057
withdrawal, 41, 2663, 1067.3508
deposit, 39, 2664, 3871.0276
deposit, 24, 2665, 3947.7957
dispute, 14, 2333,
deposit, 18, 2666, 1260.3565
deposit, 10, 2667, 346.2953
withdrawal, 20, 2668, 4368.8795
withdrawal, 27, 2669, 2623.8898
deposit, 17, 2670, 920.3915
dispute, 28, 1409,
deposit, 13, 2671, 1746.3814
dispute, 31, 2221,
withdrawal, 23, 2672, 4562.9891
resolve, 1, 706,
withdrawal, 5, 2673, 3613.6184
deposit, 10, 2674, 1618.6629
withdrawal, 47, 2675, 3714.1818
resolve, 21, 278,
deposit, 32, 2676, 4321.5068
withdrawal, 44, 2677, 2031.9333
resolve, 1, 1202,
withdrawal, 9, 2678, 3171.4653
deposit, 38, 2679, 487.2304
withdrawal, 13, 2680, 2100.8806
deposit, 11, 2681, 3004.7168
deposit, 14, 2682, 4761.8844
deposit, 37, 2683, 4775.5223
resolve, 24, 107,
deposit, 45, 2684, 2495.6534
deposit, 27, 2685, 2051.9341
deposit, 35, 2686, 2129.2460
deposit, 22, 2687, 566.9001
withdrawal, 28, 2688, 1865.6075
deposit, 11, 2689, 2713.8144
deposit, 43, 2690, 3442.7533
resolve, 19, 154,
deposit, 6, 2691, 4029.6988
resolve, 42, 415,
withdrawal, 32, 2692, 3749.7184
deposit, 35, 2693, 498.5105
withdrawal, 38, 2694, 4029.3532
dispute, 27, 2088,
withdrawal, 8, 2695, 977.8013
dispute, 8, 2374,
withdrawal, 27, 2696, 4539.9679
deposit, 48, 2697, 1979.0428
deposit, 15, 2698, 2537.8041
dispute, 43, 2290,
deposit, 27, 2699, 3366.5041
deposit, 27, 2700, 163.3732
withdrawal, 24, 2701, 4203.8481
deposit, 48, 2702, 2999.7284
deposit, 37, 2703, 4964.1456
withdrawal, 26, 2704, 963.3021
withdrawal, 4, 2705, 4006.6583
deposit, 9, 2706, 4696.9586
resolve, 47, 523,
withdrawal, 28, 2707, 1154.8476
withdrawal, 9, 2708, 2521.2853
withdrawal, 26, 2709, 4215.1536
deposit, 17, 2710, 4186.6894
deposit, 21, 2711, 1018.8130
dispute, 28, 1376,
withdrawal, 2, 2712, 3090.4983
deposit, 6, 2713, 2858.9692
withdrawal, 47, 2714, 652.7402
deposit, 41, 2715, 3887.9488
deposit, 42, 2716, 4489.5462
withdrawal, 35, 2717, 4202.2840
withdrawal, 25, 2718, 3851.9579
deposit, 18, 2719, 414.8169
withdrawal, 2, 2720, 3191.9329
resolve, 7, 181,
deposit, 7, 2721, 709.1770
withdrawal, 12, 2722, 463.8858
deposit, 24, 2723, 4563.5957
deposit, 7, 2724, 2455.1848
withdrawal, 5, 2725, 2432.5865
deposit, 14, 2726, 3436.6821
withdrawal, 21, 2727, 3167.7590
deposit, 11, 2728, 899.0323
withdrawal, 12, 2729, 3298.3320
deposit, 3, 2730, 586.0358
withdrawal, 23, 2731, 2419.5550
withdrawal, 35, 2732, 25.0729
deposit, 17, 2733, 4632.9159
withdrawal, 2, 2734, 2679.7709
dispute, 49, 394,
deposit, 14, 2735, 147.4882
resolve, 6, 680,
resolve, 18, 1374,
deposit, 46, 2736, 2757.4856
deposit, 48, 2737, 4045.0587
deposit, 26, 2738, 4611.7405
resolve, 13, 430,
dispute, 26, 2254,
deposit, 20, 2739, 828.2657
resolve, 47, 743,
dispute, 39, 2348,
deposit, 7, 2740, 3036.4783
resolve, 37, 168,
deposit, 29, 2741, 836.2453
deposit, 33, 2742, 1265.3184
withdrawal, 39, 2743, 4133.4321
deposit, 34, 2744, 1761.2667
deposit, 12, 2745, 4045.2024
deposit, 12, 2746, 1788.7226
deposit, 43, 2747, 1858.3015
deposit, 21, 2748, 611.5181
deposit, 1, 2749, 3584.0131
resolve, 37, 1161,
withdrawal, 5, 2750, 1927.9545
withdrawal, 34, 2751, 1087.3172
resolve, 46, 753,
deposit, 37, 2752, 4463.3201
dispute, 49, 762,
withdrawal, 13, 2753, 248.2988
deposit, 3, 2754, 4951.2986
withdrawal, 8, 2755, 2263.9256
withdrawal, 38, 2756, 1914.2877
dispute, 19, 154,
dispute, 30, 1432,
resolve, 3, 458,
deposit, 22, 2757, 3223.8784
deposit, 7, 2758, 4149.2511
dispute, 20, 2334,
deposit, 6, 2759, 2782.2511
deposit, 40, 2760, 235.3640
withdrawal, 30, 2761, 2466.6832
resolve, 8, 1561,
dispute, 2, 850,
dispute, 7, 2155,
deposit, 15, 2762, 850.9573
withdrawal, 24, 2763, 4080.7381
dispute, 1, 824,
deposit, 3, 2764, 554.0181
withdrawal, 5, 2765, 1318.6357
deposit, 25, 2766, 1349.5603
deposit, 9, 2767, 2917.2661
dispute, 21, 2748,
withdrawal, 27, 2768, 3184.5183
withdrawal, 34, 2769, 2637.9447
deposit, 43, 2770, 2450.5193
deposit, 50, 2771, 3654.3229
withdrawal, 17, 2772, 3831.0099
dispute, 23, 1718,
deposit, 42, 2773, 3676.3414
withdrawal, 5, 2774, 375.7221
deposit, 14, 2775, 65.6406
deposit, 25, 2776, 939.5872
dispute, 14, 2549,
deposit, 21, 2777, 3802.4398
dispute, 30, 347,
deposit, 9, 2778, 1093.9242
withdrawal, 29, 2779, 4339.2939
deposit, 50, 2780, 2001.0246
deposit, 28, 2781, 820.9817
deposit, 37, 2782, 3241.9148
deposit, 7, 2783, 3725.1300
deposit, 30, 2784, 935.1489
deposit, 43, 2785, 2654.4271
deposit, 8, 2786, 4634.6386
deposit, 28, 2787, 1060.3302
deposit, 28, 2788, 2539.6342
deposit, 18, 2789, 1848.9034
deposit, 25, 2790, 3660.0081
deposit, 19, 2791, 947.2482
withdrawal, 18, 2792, 2647.8138
deposit, 28, 2793, 545.9229
deposit, 16, 2794, 4794.8586
withdrawal, 4, 2795, 4475.2923
deposit, 16, 2796, 329.2370
withdrawal, 15, 2797, 4413.0015
deposit, 26, 2798, 1959.5405
withdrawal, 47, 2799, 4120.3433
dispute, 32, 1805,
withdrawal, 41, 2800, 1439.9628
deposit, 47, 2801, 15.5345
withdrawal, 45, 2802, 3110.5918
deposit, 45, 2803, 1193.0975
deposit, 5, 2804, 833.2274
deposit, 30, 2805, 709.1684
deposit, 31, 2806, 2139.6128
deposit, 17, 2807, 4406.2876
withdrawal, 49, 2808, 4265.4484
withdrawal, 31, 2809, 2915.7943
deposit, 16, 2810, 2362.8413
deposit, 2, 2811, 2836.3337
deposit, 15, 2812, 2626.3460
deposit, 10, 2813, 3876.2828
withdrawal, 48, 2814, 1678.3868
deposit, 23, 2815, 4948.9656
withdrawal, 32, 2816, 1267.6843
deposit, 23, 2817, 1505.6702
dispute, 34, 2744,
deposit, 39, 2818, 2421.7742
deposit, 34, 2819, 3641.0777
withdrawal, 27, 2820, 4281.3276
deposit, 10, 2821, 1785.9721
deposit, 37, 2822, 3705.0622
deposit, 24, 2823, 1031.5377
deposit, 25, 2824, 3193.6688
resolve, 41, 454,
resolve, 34, 453,
deposit, 22, 2825, 1955.1312
deposit, 18, 2826, 1546.6166
dispute, 34, 275,
withdrawal, 28, 2827, 3976.6645
deposit, 23, 2828, 1442.0427
deposit, 32, 2829, 4636.1652
deposit, 44, 2830, 751.1388
deposit, 40, 2831, 2790.7043
dispute, 32, 34,
deposit, 30, 2832, 204.7656
withdrawal, 38, 2833, 617.1789
withdrawal, 1, 2834, 2151.6142
deposit, 1, 2835, 249.5103
withdrawal, 19, 2836, 3926.3165
resolve, 50, 1609,
withdrawal, 18, 2837, 713.2214
deposit, 28, 2838, 2926.1242
resolve, 15, 1144,
deposit, 44, 2839, 3185.2233
resolve, 7, 2213,
deposit, 20, 2840, 866.5099
deposit, 21, 2841, 4021.9013
deposit, 50, 2842, 997.5334
deposit, 36, 2843, 997.6160
withdrawal, 20, 2844, 2833.3255
dispute, 35, 2283,
deposit, 7, 2845, 693.0495
withdrawal, 21, 2846, 2519.0759
deposit, 23, 2847, 2341.8944
withdrawal, 27, 2848, 4807.2346
dispute, 36, 588,
resolve, 49, 238,
deposit, 38, 2849, 2561.0340
dispute, 35, 155,
deposit, 49, 2850, 4225.5367
dispute, 43, 2747,
deposit, 4, 2851, 423.2956
withdrawal, 42, 2852, 535.2447
withdrawal, 19, 2853, 2827.2170
withdrawal, 4, 2854, 607.2135
deposit, 33, 2855, 3696.8171
withdrawal, 14, 2856, 2581.3202
resolve, 32, 279,
withdrawal, 20, 2857, 3141.1974
withdrawal, 1, 2858, 4028.0842
deposit, 13, 2859, 573.5444
withdrawal, 39, 2860, 4399.4953
withdrawal, 16, 2861, 1021.4684
deposit, 33, 2862, 2219.0794
withdrawal, 8, 2863, 1499.6189
dispute, 12, 1689,
withdrawal, 17, 2864, 4108.4323
deposit, 43, 2865, 3085.7926
deposit, 41, 2866, 108.2895
deposit, 48, 2867, 3287.3268
deposit, 48, 2868, 3498.1433
withdrawal, 31, 2869, 1450.1810
withdrawal, 38, 2870, 2464.8207
dispute, 26, 1945,
deposit, 27, 2871, 4067.4680
withdrawal, 19, 2872, 2285.4115
deposit, 1, 2873, 2902.6904
withdrawal, 42, 2874, 4466.1049
deposit, 3, 2875, 4540.5417
withdrawal, 9, 2876, 2339.5356
deposit, 18, 2877, 45.6004
withdrawal, 33, 2878, 4279.1979
withdrawal, 23, 2879, 4512.7526
withdrawal, 33, 2880, 313.8289
withdrawal, 23, 2881, 3279.6670
dispute, 30, 1085,
resolve, 49, 394,
deposit, 42, 2882, 2418.7234
withdrawal, 39, 2883, 3294.8591
withdrawal, 33, 2884, 3876.9900
withdrawal, 9, 2885, 3488.8436
withdrawal, 38, 2886, 1740.4762
deposit, 26, 2887, 337.8500
deposit, 47, 2888, 795.8985
withdrawal, 7, 2889, 2497.1696
deposit, 21, 2890, 3799.5464
deposit, 47, 2891, 3978.0247
deposit, 12, 2892, 3640.8158
deposit, 27, 2893, 4611.8790
dispute, 17, 224,
withdrawal, 29, 2894, 3816.7598
deposit, 2, 2895, 4617.7542
deposit, 45, 2896, 2247.5482
deposit, 41, 2897, 2868.8984
withdrawal, 17, 2898, 2455.5151
deposit, 15, 2899, 1005.9638
deposit, 34, 2900, 4043.3611
resolve, 38, 790,
deposit, 14, 2901, 166.1961
deposit, 1, 2902, 1797.8051
deposit, 35, 2903, 4322.4558
resolve, 44, 1999,
dispute, 34, 1501,
deposit, 31, 2904, 2504.2515
dispute, 36, 2540,
dispute, 28, 2788,
withdrawal, 6, 2905, 635.9620
deposit, 7, 2906, 589.6376
deposit, 39, 2907, 2702.6902
deposit, 19, 2908, 4611.3667
dispute, 46, 510,
withdrawal, 19, 2909, 373.8857
withdrawal, 34, 2910, 4659.0453
withdrawal, 26, 2911, 3093.2246
resolve, 8, 2374,
deposit, 42, 2912, 149.8902
resolve, 17, 224,
dispute, 9, 1909,
dispute, 49, 739,
resolve, 32, 34,
resolve, 23, 472,
deposit, 36, 2913, 2393.8575
deposit, 47, 2914, 208.7050
deposit, 33, 2915, 1126.2253
dispute, 31, 1225,
deposit, 2, 2916, 4656.2327
dispute, 13, 2279,
withdrawal, 44, 2917, 3689.6179
deposit, 4, 2918, 1935.6240
deposit, 9, 2919, 2148.5933
deposit, 9, 2920, 577.9161
deposit, 40, 2921, 4912.6728
resolve, 13, 393,
deposit, 15, 2922, 459.9541
resolve, 27, 2088,
deposit, 1, 2923, 4366.2791
deposit, 4, 2924, 383.0585
deposit, 12, 2925, 1412.9800
deposit, 39, 2926, 3276.0448
deposit, 19, 2927, 648.5813
deposit, 43, 2928, 611.8819
deposit, 17, 2929, 4691.8507
deposit, 46, 2930, 3676.0932
deposit, 15, 2931, 2217.7092
deposit, 24, 2932, 3901.0420
resolve, 42, 999,
deposit, 45, 2933, 2707.0959
withdrawal, 23, 2934, 4502.1269
deposit, 40, 2935, 2431.0385
withdrawal, 9, 2936, 4207.1268
deposit, 20, 2937, 3709.5433
dispute, 24, 338,
withdrawal, 16, 2938, 3491.7097
deposit, 30, 2939, 4765.2248
withdrawal, 3, 2940, 1351.4929
deposit, 20, 2941, 4135.8943
deposit, 18, 2942, 4272.8712
deposit, 2, 2943, 4313.8641
deposit, 3, 2944, 1122.2423
deposit, 43, 2945, 2155.4249
dispute, 20, 205,
deposit, 39, 2946, 3772.3904
withdrawal, 17, 2947, 4051.2185
withdrawal, 49, 2948, 136.7258
deposit, 40, 2949, 2170.3801
dispute, 47, 799,
withdrawal, 36, 2950, 1940.5529
deposit, 44, 2951, 1437.0925
withdrawal, 35, 2952, 2317.5127
deposit, 37, 2953, 3845.0618
deposit, 25, 2954, 2336.6624
deposit, 16, 2955, 659.3637
deposit, 44, 2956, 4754.8362
deposit, 16, 2957, 3856.6960
withdrawal, 37, 2958, 1973.0061
deposit, 24, 2959, 1343.7368
withdrawal, 42, 2960, 4051.2975
withdrawal, 8, 2961, 1534.4758
deposit, 17, 2962, 4237.9634
withdrawal, 2, 2963, 2199.5465
dispute, 23, 892,
deposit, 27, 2964, 292.9243
withdrawal, 18, 2965, 4485.2214
deposit, 5, 2966, 2202.1976
withdrawal, 18, 2967, 1297.7041
deposit, 15, 2968, 3151.6909
deposit, 40, 2969, 3279.8908
withdrawal, 42, 2970, 192.5090
deposit, 29, 2971, 2899.4536
resolve, 46, 510,
dispute, 17, 1886,
withdrawal, 35, 2972, 3591.5965
withdrawal, 23, 2973, 545.8175
deposit, 8, 2974, 2555.1776
dispute, 21, 1664,
deposit, 27, 2975, 356.9660
deposit, 19, 2976, 715.3975
deposit, 24, 2977, 1674.9290
deposit, 42, 2978, 1873.5781
deposit, 19, 2979, 3109.5819
deposit, 3, 2980, 1454.3632
withdrawal, 38, 2981, 127.6765
dispute, 21, 1345,
resolve, 38, 2394,
withdrawal, 38, 2982, 162.9977
withdrawal, 25, 2983, 3813.0592
deposit, 5, 2984, 4793.1258
withdrawal, 37, 2985, 2517.4795
withdrawal, 36, 2986, 3669.7563
withdrawal, 8, 2987, 4237.9754
withdrawal, 4, 2988, 3035.5101
deposit, 34, 2989, 2205.0871
deposit, 37, 2990, 1465.3266
deposit, 16, 2991, 3995.0298
withdrawal, 15, 2992, 2279.1059
deposit, 8, 2993, 3465.3657
deposit, 27, 2994, 1809.4059
deposit, 33, 2995, 382.2189
deposit, 31, 2996, 3026.0930
dispute, 27, 1012,
resolve, 35, 589,
deposit, 39, 2997, 1301.3948
deposit, 21, 2998, 589.8202
withdrawal, 33, 2999, 4916.2388
deposit, 41, 3000, 4407.2062
deposit, 12, 3001, 4382.0285
dispute, 8, 2374,
dispute, 48, 1814,
deposit, 2, 3002, 3450.2329
withdrawal, 9, 3003, 2574.4855
deposit, 25, 3004, 4521.3020
deposit, 26, 3005, 3484.6435
resolve, 19, 420,
deposit, 38, 3006, 3043.7872
withdrawal, 47, 3007, 226.1886
resolve, 23, 2028,
deposit, 48, 3008, 4174.0234
withdrawal, 31, 3009, 3500.5685
resolve, 47, 1060,
deposit, 6, 3010, 761.2821
withdrawal, 38, 3011, 1849.3696
deposit, 25, 3012, 1602.1844
resolve, 47, 150,
deposit, 15, 3013, 1486.7427
withdrawal, 37, 3014, 2588.3883
deposit, 33, 3015, 4220.3272
dispute, 21, 278,
withdrawal, 3, 3016, 4069.9359
withdrawal, 47, 3017, 1053.4035
deposit, 37, 3018, 4397.9187
deposit, 23, 3019, 1423.9549
deposit, 18, 3020, 2433.1787
resolve, 11, 1727,
deposit, 15, 3021, 3332.1681
withdrawal, 14, 3022, 2760.8173
resolve, 11, 2002,
dispute, 1, 2275,
resolve, 14, 2333,
deposit, 47, 3023, 2224.1234
deposit, 30, 3024, 1474.7080
deposit, 46, 3025, 4595.9184
deposit, 28, 3026, 2466.2778
withdrawal, 9, 3027, 4965.3863
dispute, 8, 1465,
deposit, 47, 3028, 371.7517
withdrawal, 22, 3029, 1380.5402
deposit, 33, 3030, 3360.4074
resolve, 45, 1774,
dispute, 7, 1515,
withdrawal, 13, 3031, 4207.1552
withdrawal, 41, 3032, 178.1810
withdrawal, 1, 3033, 1229.5687
deposit, 15, 3034, 3366.7382
deposit, 10, 3035, 2422.5359
deposit, 32, 3036, 1412.9984
dispute, 6, 2460,
deposit, 14, 3037, 15.9887
withdrawal, 36, 3038, 3056.0860
deposit, 3, 3039, 2090.7968
deposit, 25, 3040, 3155.1320
withdrawal, 23, 3041, 2421.1654
dispute, 12, 2925,
withdrawal, 19, 3042, 3339.8790
deposit, 41, 3043, 1961.0503
deposit, 31, 3044, 1477.0862
deposit, 49, 3045, 3819.6831
withdrawal, 29, 3046, 1626.9853
resolve, 8, 1465,
withdrawal, 23, 3047, 3484.8429
dispute, 50, 1680,
deposit, 39, 3048, 2060.0147
deposit, 19, 3049, 1339.6194
dispute, 27, 1801,
deposit, 44, 3050, 1588.0919
deposit, 29, 3051, 2125.9965
withdrawal, 4, 3052, 1341.5862
deposit, 22, 3053, 3181.3310
withdrawal, 29, 3054, 2049.0578
dispute, 11, 290,
deposit, 40, 3055, 3053.7570
withdrawal, 35, 3056, 99.5997
withdrawal, 25, 3057, 451.2636
withdrawal, 23, 3058, 3834.2103
deposit, 42, 3059, 246.0761
deposit, 35, 3060, 992.1992
withdrawal, 35, 3061, 1977.6315
resolve, 19, 1050,
withdrawal, 27, 3062, 1078.0756
deposit, 1, 3063, 180.3750
deposit, 34, 3064, 512.6037
deposit, 32, 3065, 211.4259
dispute, 2, 1602,
deposit, 3, 3066, 1362.2913
deposit, 25, 3067, 3276.3798
dispute, 48, 555,
withdrawal, 5, 3068, 2522.5484
deposit, 47, 3069, 2076.9002
deposit, 35, 3070, 3024.3593
deposit, 48, 3071, 2940.9790
dispute, 39, 1877,
deposit, 33, 3072, 3717.4168
deposit, 30, 3073, 1013.3335
deposit, 42, 3074, 2881.0060
deposit, 28, 3075, 465.3121
deposit, 36, 3076, 1392.7896
deposit, 45, 3077, 2666.0196
withdrawal, 2, 3078, 4965.7698
withdrawal, 24, 3079, 3813.5019
deposit, 29, 3080, 1120.3044
deposit, 26, 3081, 3856.0290
withdrawal, 31, 3082, 2815.7664
withdrawal, 22, 3083, 718.8564
deposit, 6, 3084, 476.9453
deposit, 32, 3085, 2967.0477
withdrawal, 26, 3086, 3082.4424
dispute, 47, 523,
deposit, 50, 3087, 2467.0888
deposit, 48, 3088, 1689.3425
withdrawal, 21, 3089, 3444.9880
deposit, 1, 3090, 1340.7246
withdrawal, 36, 3091, 3973.4790
deposit, 21, 3092, 4797.3764
withdrawal, 30, 3093, 3544.3409
deposit, 48, 3094, 4963.7768
deposit, 7, 3095, 2128.5102
deposit, 9, 3096, 3784.4336
deposit, 48, 3097, 607.3885
deposit, 8, 3098, 195.3098
withdrawal, 11, 3099, 3130.8246
withdrawal, 9, 3100, 3744.9672
deposit, 26, 3101, 46.2927
resolve, 19, 227,
resolve, 34, 422,
withdrawal, 10, 3102, 1450.9840
deposit, 40, 3103, 4759.9768
withdrawal, 39, 3104, 1256.1969
withdrawal, 22, 3105, 4635.3980
withdrawal, 9, 3106, 821.1911
deposit, 31, 3107, 49.1060
deposit, 10, 3108, 2352.4672
deposit, 1, 3109, 1559.2026
withdrawal, 45, 3110, 469.2393
withdrawal, 7, 3111, 305.5390
withdrawal, 11, 3112, 333.8601
deposit, 15, 3113, 1724.7873
dispute, 13, 2671,
deposit, 28, 3114, 2922.3420
resolve, 40, 482,
deposit, 5, 3115, 2963.1957
deposit, 14, 3116, 1399.9277
withdrawal, 7, 3117, 633.5205
deposit, 42, 3118, 3830.2717
withdrawal, 50, 3119, 4267.0011
withdrawal, 48, 3120, 4356.6829
deposit, 31, 3121, 1046.5336
deposit, 15, 3122, 4945.4361
deposit, 40, 3123, 732.4584
resolve, 1, 135,
deposit, 9, 3124, 2558.5264
deposit, 43, 3125, 2358.4454
withdrawal, 49, 3126, 586.4826
withdrawal, 25, 3127, 3869.5981
withdrawal, 23, 3128, 1558.8092
withdrawal, 34, 3129, 390.9984
resolve, 14, 2549,
dispute, 18, 2942,
dispute, 29, 2421,
deposit, 8, 3130, 2789.5255
dispute, 23, 2550,
withdrawal, 50, 3131, 3350.1955
dispute, 14, 1497,
resolve, 25, 552,
withdrawal, 13, 3132, 2210.4029
deposit, 1, 3133, 2930.9421
withdrawal, 24, 3134, 4579.0355
deposit, 1, 3135, 3033.8721
deposit, 18, 3136, 3208.3703
deposit, 45, 3137, 3521.3225
dispute, 4, 2516,
withdrawal, 39, 3138, 3161.2005
withdrawal, 31, 3139, 3749.6800
deposit, 35, 3140, 4037.1534
withdrawal, 2, 3141, 3064.6025
dispute, 46, 747,
dispute, 6, 370,
deposit, 29, 3142, 3187.3908
deposit, 7, 3143, 4289.4515
withdrawal, 13, 3144, 3275.5261
dispute, 22, 1513,
deposit, 46, 3145, 846.0678
withdrawal, 47, 3146, 4721.5049
dispute, 43, 300,
dispute, 5, 343,
deposit, 47, 3147, 1333.1797
deposit, 3, 3148, 1377.6273
withdrawal, 33, 3149, 2046.2576
withdrawal, 1, 3150, 1555.8227
withdrawal, 8, 3151, 1707.2625
resolve, 45, 457,
deposit, 8, 3152, 4590.0555
withdrawal, 6, 3153, 928.2945
dispute, 2, 1484,
deposit, 41, 3154, 1872.6479
deposit, 47, 3155, 4716.1867
resolve, 44, 573,
deposit, 48, 3156, 3779.1627
deposit, 4, 3157, 1896.5523
deposit, 18, 3158, 702.1305
deposit, 15, 3159, 4176.3763
deposit, 13, 3160, 885.5605
deposit, 45, 3161, 2197.9917
deposit, 23, 3162, 2893.4809
dispute, 42, 2978,
dispute, 11, 949,
deposit, 10, 3163, 2689.7440
withdrawal, 45, 3164, 2169.2670
deposit, 44, 3165, 3981.3570
withdrawal, 45, 3166, 4842.4523
deposit, 48, 3167, 3971.4752
deposit, 50, 3168, 1053.6100
deposit, 17, 3169, 157.2404
withdrawal, 43, 3170, 3155.5684
deposit, 30, 3171, 2934.1038
resolve, 25, 1851,
deposit, 45, 3172, 523.0649
withdrawal, 1, 3173, 793.7526
deposit, 22, 3174, 3239.4066
withdrawal, 23, 3175, 1531.3782
deposit, 12, 3176, 3760.2259
withdrawal, 40, 3177, 2282.2284
withdrawal, 28, 3178, 3654.7743
deposit, 16, 3179, 1262.8739
deposit, 22, 3180, 2412.7880
dispute, 3, 2754,
dispute, 7, 2740,
deposit, 26, 3181, 2965.3803
resolve, 11, 290,
deposit, 37, 3182, 3759.2505
deposit, 22, 3183, 3942.8471
dispute, 6, 2691,
deposit, 23, 3184, 2293.5677
deposit, 1, 3185, 3293.0430
deposit, 12, 3186, 1506.4117
deposit, 16, 3187, 4288.8110
withdrawal, 47, 3188, 1223.6627
withdrawal, 50, 3189, 1871.2891
withdrawal, 23, 3190, 499.5675
resolve, 26, 1945,
dispute, 30, 607,
dispute, 25, 515,
resolve, 26, 2254,
deposit, 44, 3191, 3651.8606
deposit, 26, 3192, 2670.5759
withdrawal, 43, 3193, 3702.1456
deposit, 15, 3194, 4427.9407
deposit, 16, 3195, 1845.6629
dispute, 1, 379,
withdrawal, 42, 3196, 1150.3675
deposit, 3, 3197, 1056.1618
deposit, 22, 3198, 1920.3327
deposit, 10, 3199, 1424.8207
resolve, 31, 1112,
withdrawal, 12, 3200, 817.7145
deposit, 7, 3201, 2324.6136
withdrawal, 44, 3202, 3663.3533
deposit, 26, 3203, 4017.7513
withdrawal, 21, 3204, 643.6976
withdrawal, 44, 3205, 2273.4604
dispute, 43, 1832,
withdrawal, 28, 3206, 1293.2453
resolve, 39, 1010,
withdrawal, 24, 3207, 3905.0177
deposit, 35, 3208, 4858.8512
withdrawal, 12, 3209, 4903.6725
deposit, 25, 3210, 4351.5715
resolve, 1, 804,
withdrawal, 13, 3211, 2574.4815
withdrawal, 30, 3212, 2174.4403
withdrawal, 3, 3213, 607.7573
withdrawal, 24, 3214, 250.3677
deposit, 24, 3215, 1261.6341
deposit, 19, 3216, 3834.1688
deposit, 18, 3217, 893.6410
deposit, 2, 3218, 2233.8508
deposit, 3, 3219, 2978.8946
deposit, 3, 3220, 2656.3427
deposit, 12, 3221, 420.2344
withdrawal, 47, 3222, 723.2217
withdrawal, 18, 3223, 1726.9315
dispute, 40, 2949,
withdrawal, 47, 3224, 4102.4282
deposit, 3, 3225, 382.6808
withdrawal, 10, 3226, 3046.7675
deposit, 7, 3227, 1909.5650
withdrawal, 6, 3228, 1688.8638
deposit, 20, 3229, 2112.6496
withdrawal, 48, 3230, 1284.2901
deposit, 6, 3231, 4184.2666
